question_id,ground_truth,conversation
255976,['managed switch'],"**User:**
Ethernet wiretapping attack I have some questions about the Ethernet wiretapping attack. I have already created a small lab using a cat5e (downgraded to 100mbit), a cat7 and this as a keystone: link. The lab looks like this:

client --.TAPHERE.--> switch ---> modem

So far I managed to tap the downgraded cat5e, it was easy, but…

Why for every pair is required a keystone and a NIC? Why isn't possible to use all the needed pairs on the same keystone and NIC?

How to correctly tap a gigabit Ethernet cable without cutting the brown/ blue pair? I mean, I know I have to use all the pairs. In fact, is what I tried, but if I do that, the client (the victim) loses the connection.

Based on that scenario, is it possible to actively join a network rather than just sniffing? If yes, how? What else do I need to achieve that? If no, why?



**Assistant:**
Why for every pair is required a keystone and a nic? Why is not possible to use all the needed pairs on the same keystone and nic?
Keystones are just passive connectors. You don't need them, just create the required connections any way you like:
What you need for 10BASE-T and 100BASE-TX is to split transmit/receive directions and connect each to a separate NIC's receiver. You need two NICs because there are two independent signals you need to receive (assuming full-duplex mode - with half duplex you just use a repeater hub and make sure that you're not sending anything).
That mechanical splitting isn't possible for 1000BASE-T and faster at all since these use all pairs in full duplex - both directions simultaneously.
Actually, tapping into a gigabit link electrically is a rather complex endeavour as you'd need to separate the superimposed signals, which is much easier for the involved link partners than on an intermediate point - each partner knows what it's currently sending and can subtract that from the received signal (greatly simplified).
Instead, you'd need to terminate the link in between and tap into the terminated link."
256008,['memory forensics tool'],"**User:**
RAM as a attack target What is the simplest or most common method to read a value, for example a text, from the RAM of a personal computer?
What access requirements are necessary for this? Is a search in a hex dump always required or are there shorter ways?

**Assistant:**
Since you tagged this question as ""cold boot attack"" and ""forensics"", I presume you're asking about a physical memory dump.
These dumps are usually acquired by something like pcileech, using a special hardware device as an interface to the target system's memory. You may also acquire a memory dump from a crash dump or some other forensic tool. Generally you're copying the entire contents of physical memory into a dump file for later analysis.
Once you've got a memory dump, it's possible to just search through it using a hex editor, but specialized tools are often employed for deeper analysis. This provides much more information about the state of the system, since such tools can parse various operating system structures."
256083,"['application whitelisting tool', 'software deployment and management service']","**User:**
How to maintain and enforce an approved list of software? I work in a software-development company where we have a lot of tech-savvy people.
For ISO27001 certification we need to maintain list of approved software. And I'd like to understand how in practice this list is maintained and enforced?
The problem is that, we can define the list of the main tools used in the company there. But besides these big products like MS Office, Visual Studio etc there is a whole bunch of small tools  like tools from Sysinternals, rootkit finders, browser plugins, plugins for VSCode, 3rd party libraries used by developers, scripts which are written internally or downloaded form the internet etc.
For linux servers, there are also thousands tools available from the official repos.
On windows people can run any portable tool even without admin rights.
Another aspect is how to practically enforce this list on laptops and on servers.
The portable tools don't require admin rights to run, quite a few users have admin rights as they need for work.
For me it looks impractical to maintain list of all these small bits and pieces and I'd like to understand where to draw the line. The systems need to be secure but usable at the same time and we should not slow down work for the employees as well.
I'm thinking of:

defining list of the main categories of the tools and ask users to use only approved tools from defined categories. And for all small tools - state that users are responsible for security validation of the tool (antivirus check, download from trusted/known source, review of the script before execution etc).
For linux servers - allow everything from official repositories
For windows servers - allow installation only to admins (in place) and on terminal servers - use whitelisting for the programs by hash.


What are the best practices to implement and enforce the list of approved software?
How do you make sure that the list is valid?
How do you enforce the list?


**Assistant:**
There are really two questions here. If you're looking at how to actually enforce the use of approved software only, you need to implement controls to only allow binaries with specific hashes to be run. You then need to test and verify every update or new version, and have monitoring in place to detect admins doing things they shouldn't and overriding your rules. Unless you're operating at TOP SECRET, this is probably impractical overkill.
If you're looking to put something in place that will let you pass ISO 27001, you can be a bit more open, but need to support it with policies. A common approach here would be to:
Ensure that your users don't have admin rights
Implement controls to only allow them to execute binaries from C:\Program Files and C:\Windows
You then need a policy to say that your admins won't override the rules (except in edge cases where this is allowed and documented), and to have processes to:
Review software and decide whether it's ""approved"" based on some criteria you define.
Allow users to request new software be added to the list
Maintain a list based on the above
Install this software on users' computers (or have a self-service platform for software delivery)
Deploy patches and updates to users
Handle exceptions and edge cases where users (or more frequently administrators) need to run something that's not on the approved list based on a risk assessment of the software.
Carrying out regular reviews to identify policy breaches (such as vulnerability scanning, asset/inventory scanning, or random auditing)
In terms of how you decide what is approved, that will depend on the requirements of the business. But it would often include things like:
Is it fully patched?
Are there any known vulnerabilities?
Is it still supported? Is commercial support available?
Can we legally use it (commercial licenses, compatible open source ones, etc)?
Is it written by a trusted company/developer?
Is it from a hostile nation?
Has it undergone security testing?
Does the developer follow secure development practices?
You can also look at outsourcing some of the work to reduce the overhead of managing software versions. This could be doing something like certificate-based validation (e.g., everything signed with the ""Microsoft"" code signing cert is allowed), or through ""trusted"" installation methods (e.g., everything in the app store is allowed).
It's not 100% bulletproof, but you should be able to find a balance that your auditor will be happy with, and that doesn't cause too much overhead and disruption."
259622,['configuration management tool'],"**User:**
Reverse Shell for managing unreachable remote computers In the near future, I will have about 50 remote computers to manage. These will be physical PCs running Debian 11, distributed all over the country. They will automatically perform a special kind of measurement repeatedly, and upload the results over the internet to 2 web servers.
I have already implemented the system, but there is a huge problem which must be solved before deployment: I will have to be able to manage the remote computers to fix bugs, install updates etc., but they will be unreachable over the network after they are deployed.
My first idea was to make the remote machines automatically connect to the web servers to create a reverse SSH tunnel. This doesn't work because from the internet the servers are only accessible via HTTPS (company rule).
My second idea was to apply the Reverse Shell (RSH) technique (source). I could write a custom RSH client for the remote machines, and extend the web servers with RSH server functionality. The RSH clients would run as services, periodically request commands from the RSH servers, perform the commands, and send back the result. I could SSH to one of the web servers and issue commands to any number of remote machines.
But can this be made safe? I mean, I'd like to be sure nobody else can send commands to the remote machines to stole measurement data, ruin the system etc.
The channel is HTTPS, but the web servers only have self-signed certificates. I have read that MITM attacks could be avoided by making the RSH clients check the server certificates' fingerprint (source). I also plan to install separate self-signed certificates for every RSH client, and have the RSH servers check the client certificates' fingerprint. Commands would only be sent and processed if this mutual fingerprint-based authentication is successful. Before the system is deployed, the actual fingerprints could be installed where they are needed to be checked.
Is this approach sound enough to save the remote computers from being turned into a zombie network by an attacker? If not, then what would be a good solution to manage unreachable, unattended remote PCs?

**Assistant:**
If done properly, the combination of HTTPS and self-signed certificates should ensure confidentiality and integrity when communicating between clients and servers.
However, implementing your own ""secure"" RHS software system seems like a bad idea from a security perspective. Are you certain that you will be able to do so without introducing a bunch of vulnerabilities yourself? Are you sure that any ""smart"" IDS/IPS or other protections that are in place, won't screw you over? Will you be able to commit yourself to maintaining this system as long as deemed necessary, whatever that might involve?
Also, is manually configuring each remote device really what you want? The first thing that popped in my mind when I read this, was to use an automated system to orchestrate everything."
261418,"['drive encryption tool', 'file encryption tool', 'password manager']","**User:**
What would be the most secure way to store and save my passwords on my desktop? I store my passwords in a multitude of ways, these are all sorts of passwords, not only for websites and browsers. I also have credit card numbers, addresses etc...
Now I'm using these methods:

LastPass + downloaded CSV or all my passwords
Plain text file in a folder on my desktop PC
Spreadsheet in a folder on my desktop PC
Google sheet locked spreadsheet
In text expander apps on desktop (Beeftext)
I also store them in Keynote (organization app on desktop)

Are any of these options safe or dangerous?

**Assistant:**
One suitable approach involves solutions that neither store passwords in plain text (where anybody who steals the machine, or any malicious process, can read them and steal them) nor store them on somebody else's computer in a readable form (these solutions often use ""zero-trust"" end-to-end encryption, meaning their servers never have enough information to decrypt your stored information). Such a solution can store arbitrary data types (and credit card numbers are an explicitly supported type) in its secure repository; you don't need other storage locations. These solutions can often be accessed through a desktop app as well as a browser.
If you don't want to use one specific solution for everything, there are plenty of other secure storage options. Some store information locally rather than using any cloud-based storage, which means you don't have to worry about how good the zero-trust system is; there's no server to trust anyhow. Some have better integration with different systems (usually browsers but sometimes other apps too). Recommending specific software is out of scope for this site, but there are only a few widely recommended secure storage solutions at any given point in time.
Most operating systems (or in Linux's / BSD's case, desktop environments) have a built-in secret storage, which might be called ""keychain"", ""wallet"", ""vault"" or similar. This is usually (though not always) encrypted with a key derived from (or protected by another key derived from) your login password, so it's usually not a lot of protection against malicious running processes, but it's secure against a thief unless they can figure out your password. You can also protect against thieves by securing the entire storage medium. For protecting against malicious processes on the running machine, there are two standard protections: access controls prevent code running under any other account from reading your files (unless the other process is very highly privileged), and sandboxes prevent even code running under your account from reading files they don't need. All major operating systems support both of these, though the degree to which each is used, and the way in which it works, varies between platforms and also depends on what software you install and how you use the system.
EDIT: An important consideration is that, just like other data, passwords can and should be backed up. This could be backing up to multiple independent instances of the same sort of secure digital storage (flashdrives in safes, etc.), or to multiple types of storage.
Passwords do have the complication that everywhere they are stored is another opportunity for them to be exposed. Security is only as strong as the weakest link, but it's hard to know which link is weakest for sure, so adding many links (opportunities for attack) is dangerous (this concept is called ""attack surface""). As such, it's important to balance the importance of preserving data against loss, with the risk of the same data being compromised. It's also important to ensure that all storage of passwords (or any other sensitive data) meets a suitable minimum level of security.
While a previous mention suggested a specific option was the only really suitable one from your list, that's not quite true; if the CSV is stored in a physically secured location (such as on a disk / flashdrive in a locked safe), that is secure (well, as secure as the safe is). Having such an ""offline backup"" is a very good idea (though it will want periodic updating).
Going down your list specifically:
Downloaded CSV of all passwords: Safe only if stored in a physically protected location, such as on a flashdrive that is kept in a locked physical safe or a bank's safety deposit box. Unsafe otherwise, as it could be stolen or read by an untrusted process. EDIT: In general, this or something like it is a good candidate for an offline backup, stored somewhere highly secure and periodically updated.
Plain text file in a folder on PC: Unsafe unless that file is adequately secured, and ideally also stored in a location no other account on the machine can access. Not all methods of file protection are equally good, and in all cases the quality of the key (or password used to derive the key) matters.
Spreadsheet in a folder on PC: Unsafe for exactly the same reason as above.
Google Sheets locked spreadsheet: Probably unsafe, depending on who you trust. Google can definitely read this, probably trivially. Depending on exactly what you mean by ""locked"" (AFAIK, Google doesn't offer the ability to actually encrypt sheets), anybody else that gets access to your Google account probably can too. In the event of a stolen machine, depending on whether the sheet was open in a browser tab or similar, an attacker might be able to read it if your entire storage medium is not secured. Depending on your platform and browser, if your entire storage medium is not secured and you do leave your Google account permanently signed in, a thief might be able to hijack you Google session token and access the sheet through your account that way.
Beeftext: Probably unsafe. I'm not familiar with this software but I'd be very surprised if it doesn't store all its data in a format about as readable as the spreadsheet. Possibly even worse, if it also stores it on other computers (""the cloud"") without end-to-end and ideally zero-trust encryption (would be very surprising if it has that).
Keynote on the desktop: Unsafe for the same reasons as the plain text file and spreadsheet; Keynote data is stored in files in your user profile.
Recommended options:
Store the data in a file on your PC, but ensure the file is adequately secured. The operating system's built-in file protection methods are generally not bad except that they are based on your login password and are transparent to any process running as you, which isn't ideal (although realistically if any malicious software is running with your privileges, everything sensitive on that machine is probably compromised). Don't leave the file unsecured when not using it. This method risks exposure through things like temp files created by your editor when reading the file.
Store the data in a file on a flashdrive, and ensure the entire flashdrive is secured (or, if it's a drive with hardware protection support, using that). Still needs to be a strong password/key, and not be left unlocked where it might get found by a malicious program.
EDIT: Store the data in a file or document, either digitally on a removable drive, or physically on a printout, and store the storage (drive, paper, etc.) in a physically secured location. A locked (and ideally fireproof) safe, or a bank's safe deposit box, or similar, are popular choices for this. While this option is not suitable as primary storage - it takes too long to access and is inconvenient to enter the passwords from - it's a good backup in case something happens to your primary storage (such as forgetting a master password for a secured digital solution or a company going out of business, etc.)."
261720,['software composition analysis (sca) tool'],"**User:**
How to vet third-party developer packages Looking to create a form where developers can submit requests for packages to be installed. We want to create a list of questions that can help us determine whether or not a package is safe. What are some important questions to include in the form for our developers?
My list so far:

Package Type:  NPM, PYPI, etc...
Package Name:
Package Version:
Package Release Date:
Explain Use Case of the package:
Provide the Package Documentation
Commit history? Actively maintained and updated? How many people can make commit changes? Are changes automatically approved or are they reviewed?
Are there open Bug Reports? How many? How long have they been open?
Any active or previous vulnerabilities listed in NVD? https://nvd.nist.gov/vuln/search?results_type=overview&query=Cloudinary&search_type=all&form_type=Basic&isCpeNameSearch=false
What dependencies does this package require.


**Assistant:**
I highly doubt that a process to request approvals for new third-party packages will have the desired effects. I've worked for organizations that have tried to introduce similar processes, and they tend to fail. The approval process rarely fits into the speed and cadence of development, leading to problems like teams not being able to execute on their planned work or bypassing the review process entirely and dropping key aspects of third-party package review and selection.
Especially in agile organizations, when the need or possibility for pulling in a third-party package as a solution arises, the team usually doesn't have a lot of time to make a decision. The work is already in progress and they need a rapid decision to begin to move forward to design, build, and integrate solutions.
The first step is to give the team the knowledge needed to select appropriate packages, considering things like license terms and the overall health of the different options. The health of the package may consider any number of factors, but some that I've seen are things like how responsive the developer is to questions/issues in official support channels, how active the user community is (including third-party channels like Stack Overflow or various forums), the number of open issues and/or time to resolve defects, number of open pull requests, age of pull request, number of committers and who the committers are, frequency of commits, frequency of releases, number of times the package is a dependency, number of downloads (per unit of time, in some cases), number of dependencies, and documentation (readme, contributor documents, funding information).
Unfortunately, no one but you can determine what factors are most important. A big factor are the risks associated with the system that you are developing, along with the tolerance for risk for the developing organization as well as the users and customers. Some contexts are very sensitive to risks, while others are very tolerant.
Giving the developers doing the work the training and the tools needed to compare options and make informed decisions based on guidelines is important. Taking these tactical decisions away from the team will only slow down the development effort and leave the teams unempowered to make the best design decisions.
Once a package is incorporated, there's also ongoing maintenance.
Depending on your threat model, you may also need to consider other ways to mitigate risks. Even with the appropriate reviews, there are cases of developers yanking their packages from the Internet, purposefully injecting malicious code in new versions, or not adhering to standard versioning schemes and breaking dependent systems. Versioning pinning, standing up mirrors for your dependencies, or building your dependencies from source may mitigate further risks. For open source dependencies, you may also be able to scan the source with your internal vulnerability scanners to further mitigate risks of malicious code."
263073,['device control tool'],"**User:**
Is there software on Windows that will protect myself from devices like the ""USB Rubber Ducky""? I'm pretty sure a lot of you are familiar with the ""USB Rubber Ducky"", the USB stick that emulates a keyboard. Is there software for Windows that will prevent this type of attack, while still letting me use legitimate keyboards? For example, is there a program that will prompt ""Please enter the words you see on the screen to activate your keyboard"" when you plug in a new keyboard, sort of like a CAPTCHA? If not, is it easy to write such software?

**Assistant:**
I'm not aware of any built into Windows. However, it's possible to configure a system to lock the screen when a new keyboard is added. This thwarts some of the ""rubber ducky"" attacks by preventing a simple set of keystrokes from running immediately on insertion of the USB device doing anything useful."
267369,['ssl and tls certificate authorities'],"**User:**
When signing with server public key, how do I prove server key is trustworthy? I have a server-side app in a Docker container that communicates with my desktop client app.
I am struggling with how to ensure that the response from the server is trustworthy. I am fairly new to working with RSA key pairs and establishing client-server trustworthy communication.
The most common answer I have seen is to sign the response with the private key that was used to generate the server's HTTPS certificate.  AFAIK this certificate is normally generated by a trusted Certificate Authority (CA), but it could be produced by LetsEncrypt. My understanding is that LetsEncrypt certificates are considered self-signed, and not as trusted as CA-generated certificates.  Either way, this is where the 'trust' in the server's response supposedly comes from.
This leads me to the following problems:

How does the client retrieve the server's CA-issued certificate, if the certificate is hidden in some /etc/pki/tls/certs/ folder?  This is where the certificate is located on my host.
How does the server-side app access the private key that produced that certificate, if the private key is hidden in some /etc/pki/tls/private/ folder that requires root access?  This is where the private key is located on my host.
How can I set up my docker container to have a CA-issued certificate for development purposes prior to deploying the app to my host, which already has a CA-issued certificate.

This is what I've implemented, since I haven't solved 1, 2 or 3:
client sends initial request to server.
server generates and stores RSA key pair.
server sends public key to client as the response.
client stores public key for use later.

Now that the client has the server's public key, every request/response pair can follow this algorithm:
client sends new request to server.
server creates some response.
server generates a hash of this response.
server encrypts this hash with the RSA private key.
server sends the response, and encrypted hash to the client.

client receives server's response and encrypted hash.
client hashes the response with same algorithm the server used.
client decrypts the encrypted hash using the public key it received earlier.
client compares the decrypted hash with the hash the client computed. 

if the hashes match, the response from the server is trustworthy.

This algorithm works just fine with my Docker container running locally on my computer, where trust in the public key from the server is not mandatory.
I would like to sign the responses with the CA-issued private key, instead of the RSA private key generated when the client's first request is received.
When I deploy this docker app to my host, I'm hoping this is how I'll be able to prove that responses from the server are trustworthy.
I'm struggling to understand how the client gets the CA-issued certificate (public key), and how the server can access the CA-issued private key.
The desktop client app is written in C++ (JUCE), the server-side app is written in PHP.

**Assistant:**
My understanding is that LetsEncrypt certificates are considered self-signed, and not as trusted as CA-generated certificates.
No. The CA certificate of Let's Encrypt is issued and signed by CA ""ISRG X1"", Internet Security Research Group. On Linux systems it is usually preinstalled and can be found in the file /etc/ssl/certs/ISRG_Root_X1.pem.
When client validates TLS certificate, it requests the whole certificate chain from your server. The certificate of your server is signed by Let's Encrypt. The certificate of Let's Encrypt is signed by ISRG X1. The latter is trusted because it is preinstalled in your system.
How can I set up my docker container to have a CA-issued certificate for development purposes prior to deploying the app to my host, which already has a CA-issued certificate.
Normally separate application instances don't get access to the TLS private key. Instead, there is a web server that acts as a reverse proxy. It is responsible for TLS connection. In particular, it has the whole certificate chain and access to the private key. It decrypts TLS request received from the client and forwards it to the corresponding application. Since you already have an application that uses TLS, you may want to add the new application behind the same reverse proxy. It does not need access to certificate because it will receive traffic from the reverse proxy, not from the client directly.
how the client gets the CA-issued certificate (public key)
As described above, client requests the certificate chain from the server when it establishes TLS connection. This chain includes the CA certificate of Let's Encrypt tha is issued and signed by ISRG X1, whose certificate is preinstalled on the client and thus is trusted.
how the server can access the CA-issued private key
Private key is not issued. When you request a certificate, you generate a key pair. You keep private key secret. When you request certificate from CA, you send to CA only your public key, it is a part of CSR. When you generate a key pair, you provide the private key to your server that is responsible for TLS, e.g. to your reverse proxy. The application behind this web server or reverse proxy does not need access to the private key.
Here are references to different tools that can help to automate requesting TLS certificates from Let's Encrypt."
278608,['browser ad-blocker'],"**User:**
What prevents random software installation popups from mis-interpreting our consents I often see while browsing internet that a popup comes saying random thing like my computer is under threat or something similar and then asking me if I want to take a particular action like installing etc to prevent the threat and then gives two buttons yes and no. What I don't understand is what prevents the popup from linking internally my ""no consent"" with actually going ahead with installation? Is it just loss of reputation/face (which anyway these random popups may not have) or something technical?

**Assistant:**
What you describe is called scareware and is a kind of malware.
Malware authors don't care about their reputation (except maybe their reputation among criminals), nor are they bound by any usability guidelines. The technical possibilities for distinguishing between an “I consent” and an “I do not consent” button are also very limited, because what buttons mean is completely application-specific. Since the sole purpose of this pop-up is to make you install malware, any user interaction that can trigger this probably will.
The only safe option is to:
configure your browser to block pop-up windows (should be on by default in most modern browsers)
don't click anywhere on a web page when it seems fishy
don't visit the site again"
279229,"['container security platform', 'virtual machine']","**User:**
Is podman adapted (like singularity) to let untrusted users run untrusted code? Singularity explicitly say that it is designed to let untrusted users run untrusted code safely: https://docs.sylabs.io/guides/2.6/admin-guide/security.html:

Untrusted users running untrusted containers!
This simple phrase describes the security perspective Singularity is designed with. And if you additionally consider the fact that running containers at all typically requires some level of privilege escalation, means that attention to security is of the utmost importance.

My question is: is it the same with podman, or are there different security choices and tradeoffs that make it less suited to use podman to allow untrusted users to run untrusted code? It looks from podman architecture and specification (in particular, rootless / no daemon) that podman is safe too for this use case, but it would be good to have a more detailed answer.

**Assistant:**
The Singularity documentation oversells the security features. Most of the described measures are fairly basic and also exist in Podman and even plain old Docker.
Singularity supports user namespaces to run containers without root privileges. Podman uses the same feature, and so does Docker.
For containers which do run as root, Singularity uses Linux Capabilities to limit privileges. Again, this also applies to Podman.
Singularity lets you filter system calls with seccomp and has basic support for SELinux and AppArmor. Podman has the same, but it also uses the more sophisticated sVirt approach to isolating containers with automatically generated SELinux labels.
So based on the documentation, Singularity isn't unique in terms of container security. You'll find the same features (and more) in Podman and Docker."
