question_id,ground_truth,conversation
120234,"['spleeter', 'melody.ml', 'ezstems.com']","**User:**
How to extract music parts from songs?
How can I extract things like these from songs?

                
            

                
            
I did the research. These parts don't exist on the internet by themselves. So the publisher of the video somehow extracted those parts himself. How can I do the same for most songs?


**Assistant:**
First off, you don't know that the creator of the video extracted the tracks himself. Maybe he knows Gotye, or the producer, or someone at the studio, and asked nicely if he could use the isolated tracks.Seconds, isolating tracks is what mathematicians call ""an ill-posed problem."" Once the individual tracks are added up in the mixdown, it is impossible to tell what came from where.That said, there are [PRODUCT] that do an admirable job at doing the impossible. The one I'm most familiar with is called ""[PRODUCT]"", and there are several [PRODUCT] that serve as [PRODUCT] for [PRODUCT], where you can upload mp3s and get back separated tracks - either vocals + everything else, or vocals + bass + drums + everything else. Try [PRODUCT] or [PRODUCT]."
120203,['audio interface'],"**User:**
How to record digital piano via USB cable?
I have found several similar topics however the solutions found there, seemed to be device/producer specific.
I have a digital piano: Roland GO:PIANO 88 and would like to record a play via USB A->B cable. I tried Audacity, however there is no option there to set the piano as input. It is visible by the program though:

Also, I don't have a microphone entry in my laptop, only the one for headsets. In device manager I see the piano only as sound controller, not as audio input:

Is there a way to make it work only with USB A->B cable? I am open to any other free software that works.
Many thanks!
Update 21/12/21. Adding photo of the back:



**Assistant:**
To record audio from the keyboard, you need an [PRODUCT] with line inputs. When recording, you should connect the line outputs from the keyboard to the line inputs on the [PRODUCT] and the [PRODUCT] to the computer with USB."
118551,"['the rhythm book by richard hoffman', 'an introduction to classics to moderns by denes agay']","**User:**
Plateau while learning piano sight-reading
As a 12 year old I had piano lessons for several months until the teacher retired due to ill health and I never kept going with lessons (which I've regretted ever since). On the plus side I've always remembered how to read music.
Fast forward nearly 40 years and I'd like to learn piano again. I bought a keyboard many years ago which spends most of its time gathering dust, but every couple of years I get it out with a view to learning again, spend a couple of months on it, but always hit a plateau.
I'm able to play basic pieces such as nursery rhymes and children's/beginner's pieces with simple rhythms, and I have no difficulty with the first 3 sight reading books in the ""Accelerated Piano Adventures for older beginners"" series, whose exercises again consist of fairly simple rhythms and note combinations.
However as soon as I tackle something a little more complex then it seems to stump me, for example the ""Really Easy Piano"" book series. Here, any semblance of sight reading goes out of the window and I seem to spend all my time stopping on each beat to figure out the notes. It's painfully slow and I can spend hours doing this with a single piece, with little overall progress. Sometimes I might eventually manage to play part of a piece, but that's only because I've spent so long going over it again and again that I've learnt that section off by heart and am playing from memory.
It's a very frustrating experience, so what can I do to improve my sight reading? Should I consider taking lessons, or am I at the stage where I just need to practice, practice, practice and work my way through more and more books (sight reading or otherwise)?!
As requested below, here's an example page from the aforementioned sight reading book 3: 
And here's another from one of the ""Really Easy Piano"" books: 


**Assistant:**
The two pieces given as examples make significantly different demands on the reader. This post will be devoted to addressing those differences. For improving sight reading in the more broad sense, my own ""philosophy"" is outlined in Acquiring advanced level sight reading. Although the question may not seem directly relevant, my answer will also apply at the basic level being worked through.""as soon as I tackle something a little more complex""First of all, rest assured that the arrangement of ""Thank You for the Music"" is not ""a little more complex"" than that of ""Night of the Tarantella"" — it's a lot more complex. Some comparisons:""Night"" is written such that once your hands are in place, neither has to move; ""Thank You"" requires both hands to move around the keyboard.Because ""Night"" keeps your hands in one place, fingering — which finger to use on which key — is not a concern; ""Thank You"" requires several different fingering techniques, not all of which are at a beginning level.""Night"" has no sharps or flats in the key signature or as accidentals (written next to the notes); ""Thank You"" has both.In ""Night"", the left hand always strikes a chord on a strong beat and at the same time that the right hand also strikes a key — that is, the left hand is rhythmically tied to the right hand; in ""Thank You"" the hands are significantly independent of each other rhythmically.""Night"" incorporates several identifiable patterns of pitch and rhythm; ""Thank You"" does not.If you're counting ""in 6"", every note and chord in ""Night"" occurs ""on the beat""; ""Thank You"" is heavily syncopated.""Thank You"" requires that one hand simultaneously hold a note while moving others (see the last line, first two measures, right hand).Another factor that may or may not be at play here: ""Night"" was written for the [PRODUCT] it's in, so probably unfamiliar beforehand; ""Thank You"" is a recognizable tune, but the piano arrangement may sound different enough to create confusion or uncertainty.How to practice toward ""Thank You for the Music""Here I refer to the post linked earlier. Below are the steps recommended in that post, applied to the specific matter at hand.Read lots and lots and lots of simple music, By continuing to read ""dead simple"" music (the easier the better, IMO), the various problems of ""Thank You"" can be encountered individually, in simpler contexts, so they can be conquered one at a time and better learned before moving on.Practice scales, chords, arpeggios, and common chord progressions. To make the leap from ""Night"" to ""Thank You"", this part you could arguably skip; it's of only indirect relevance. However, practicing and memorizing the D major and B minor scales, both of which contain F# and C#, can assist in keeping track of the key signature.Practice rhythm. This one is essential for ""Thank You"". There are whole [PRODUCT] dedicated to rhythm exercises, and many [PRODUCT] also include them. My personal favorite is [PRODUCT] by [PRODUCT] (Belmont University Faculty Page).1 It can be ordered from the author and might also be found at sites or stores that sell used [PRODUCT]. It's also beneficial to, say, clap the right hand and then the left hand (or vice versa) of a piece before trying to play it.Study music theory. Like scales/chords, this is less directly relevant here, but can offer some insight into why the various accidentals are there, which in turn can help ease the reading.Extra bonus suggestion. I really, really, really like the [PRODUCT] [PRODUCT], compiled by [PRODUCT] (Amazon). The pieces are graded — meaning, they progress from easier to harder — and they move from roughly the level of ""Night"" to something closer to (but short of) ""Thank You"".1 Not to be confused with Rory Stuart's [PRODUCT] by the same name. I know nothing about that [PRODUCT]."
118438,"['muse research receptor', 'seelake audiostation']","**User:**
Digital effects processors with VST plugins?
I can't find how and if people process VST effects in real time. Is there such a thing where you can load any chain of VST effects? It doesn't make sense to me how such a thing couldn't exist.


**Assistant:**
Even running in a computer, VST effects are usually capable of running in real time, if by real time you mean 'live' rather than 'offline'. However it is true that most computer platforms introduce a comparatively large amount of latency, which may be unacceptable in some cases.Is there such a thing where you can load any chain of VST effects?If you mean a [PRODUCT] that allows you to load VST effects and typically run them with less latency than a general-purpose computer - yes, such things do exist. Examples are the [PRODUCT] and [PRODUCT].Note that even these - and all [PRODUCT] - will introduce some latency when placed in an analogue signal chain, due to the A/D and D/A processes. So depending on how much latency is acceptable to you, you might consider that no [PRODUCT] are truly 'real-time' in the sense of being latency-free."
118043,"['xlr cable', 'electric guitar cable']","**User:**
Record condenser mic and acoustic guitar in the same time?
I am wondering if with Audio interfaces such as the Scarlett 4i4 is it possible to plug a mic with +48V phantom power in line 1 and plug a guitar into line 2?
I mean, if I activate the +48V power, I guess it will be activated for both of the two frontal channels, and I guess the guitar will not work in a 48V line, or it is something automatic that the Audio interface can manage?


**Assistant:**
Yes, you can do this. According to focusrite, ""48V Phantom power is not sent to any 1/4"" jack inputs, these are used for line or instrument inputs."" So, plug the microphone into your interface with an [PRODUCT], and plug the guitar into your interface with a [PRODUCT]. It will work."
117904,"['pro tools (daw)', 'cubase (daw)', 'garageband (daw)']","**User:**
What's wrong with my strategy of recording two groups of 50 chorus members singing to an accompaniment over Zoom, and then mixing everything together?
I direct a school-aged chorus of 100 students, divided equally into sections A and B.  The two sections sing different parts of 2-part arrangements.  Our COVID restrictions this year state that: (1) I cannot have more than 50 students in the rehearsal space at once, and (2) I can not have students from different section in the space at the same time.  So I either have all of A, or all of B, for each rehearsal.  Further, I am not permitted to hold any live, in-person performances.  Even with all this in mind, the students have enjoyed singing and want to share what they are capable of.  I'm planning to produce a recording of their singing and am planning to try it like this...
I have at my disposal enough devices (chromebooks, ipads, etc) to supply each student with one.  Here is my plan.  I'm looking for ways that this may fail before I try it with 50 kids.

On Day 1, Record the accompaniment only with my accompanist and me in the empty rehearsal space.
On Day 2, invite Section A into the rehearsal space.  I'll host a Zoom session, invite all the students, mute them, and instruct them to put on headphones (we have enough).  From the device hosting the Zoom, I'll play the accompaniment file.  They will all hear it in their headphones and be able to sing along.  If I also listen to the file as a participant in the zoom, not the host, I should experience exactly the same latency as them when I conduct, and so we will all be in sync and hearing the accompaniment at the exact same time.  I'll use a separate device to record their singing.
On Day 3, I'll repeat this process with Section B.
After the recording days, I'll use ProTools or GarageBand to mix the accompaniment, section A, and section B together.  This will not result in a perfect studio recording (obviously), but it should be a reasonable ""capture"" of their performance.

In what ways is my strategy most likely to fail, has anyone tried anything similar, and are there any additional strategies that I might be able to employ?


**Assistant:**
I definitely have my doubts about the approach. (Also, TLDR spoiler: It's not really a new problem, and there are other solutions.) Among the problems a pessimist could imagine:On recording day, you open yourself up to ""My device isn't working/ran out of batteries/my headphones aren't working/I'm having trouble with the wifi"" etc. times 50. The odds that the technology co-operates smoothly are slim, and rehearsal time will probably be lost.The assumption that everyone's latency will be equal is not a given. It can be affected not just by internet connection, but (I imagine) by issues local to each device.50 devices all trying to access what is probably the same router might cause their own issues (disparate latencies, or even a traffic jam). They might even create issues within Zoom's logic handling a 50-person call.But ultimately this isn't a new problem. Any time anyone wants to add a choir or orchestra to an existing track, they face the question: How do I provide monitoring to a large ensemble? How can I help them stay in time with the existing track?Unless you have the ability to provide in-ear monitoring to that many people, the solution is normally to just give the conductor headphones and trust the ensemble to follow them. With the disclaimer that I'm a performer, not a recording engineer, I imagine I'd:Record the accompaniment. I might even treat this as a ""scratch track,"" to be replaced later. If there are complex rubato or tempo changes, I might even record myself counting out loud so that I can synchronize my later conducting, preferably in a way that isolates this from the piano track.On recording day, I would try to provide the piano track in normal speakers so the choir has its support for intonation and timing. I would have my own counting in-ear and would conduct.If everything syncs up well, great; if necessary I might do a ""final recording"" of the accompaniment to accomodate any fluctuation that happened in the choir recordings.I seriously wonder whether it's better to record part A and part B separately... or to do half of A with half of B, then the other halves? There are obvious pros and cons. In a sectional, each part can hear itself well. But they're missing cues from the other part and can't tune against it. And I wonder whether which method would yield more problems in synchronization...Update: Oh, and I'd definitely advise doing the whole project, from the start, in your [PRODUCT], [PRODUCT] or [PRODUCT] or even [PRODUCT]. If you were to try something like ""Record Part A on some [PRODUCT], record Part B, then try to sync them up in post,"" that's a tricky business. Any concern about synchronizing the bleed-through of the accompaniment will be minimized if the [PRODUCT] can take care of the relative timing of the tracks; then presumably the two copies of bleed-through will be perfectly aligned and not be a problem.I guess this makes my suggestion of treating it as ""scratch piano"" a bad one. Maybe shoot for finished piano right off the bat. And if you count out loud for your own benefit, this would have to be fully isolated from the piano. Another approach: If your [PRODUCT] supports video, you could capture video of yourself conducting at the same time as recording the pianist, then reference this when conducting the choir."
117623,['macports'],"**User:**
Installing lilypond on Big Sur
Has anyone here installed lilypond on Big Sur (Mac)? The .dmg file and brew install --cask lilypond both informed me that the distributed version of lilypond only work with macOS versions up to Mojave...


**Assistant:**
I have found that for Lilypond, [PRODUCT] is the only reliable way to get a new version on newer macOS builds.I have my [PRODUCT] install working happily alongside my homebrew install, with default settings for both.Once you get [PRODUCT] installed, lilypond is as simple assudo port install lilypondIf you have any trouble installing it, i.e. a conflict with a brew package, you can use trace mode to install it using only [PRODUCT] files:sudo port -t install lilypond"
117618,"['yamaha trumpet silent brass mute', 'trumpet practice mute']","**User:**
What is the quietest way to practice trumpet that is still doable?
I'm in a place where even playing with a mute is too loud. I've heard some good things about silent brass devices. But I was wondering how quiet can you physically get with trumpet and still maintain a daily practice without making it too hard too play?


**Assistant:**
A regular [PRODUCT] changes the colour of the sound. A [PRODUCT] (like the [PRODUCT] one I've used for years) won't silence you but it substantially reduces the produced volume. The instrument does ""feel"" different when the [PRODUCT] is inserted - there's more back pressure and the intonation of some of the lower notes goes off a bit. But it still feels like a trumpet.Using the [PRODUCT] means I can play in my car or in a very small room where the volume would otherwise be absolutely crushing, so the [PRODUCT] makes almost any space into a possible rehearsal space.Provided you practise at a reasonable time of day and don't go on for hours, you should be able to play every day without reasonable complaints.If you do use a [PRODUCT] regularly, do try to make some opportunity to play unmuted too; join a band or find a space you can play in without disturbing others. Otherwise you forget how the open instrument behaves.Best thing to do would be to try out a [PRODUCT] for yourself. Borrow one if you can or get one on approval. Don't rely on just playing it in a shop - you really need to live with it for a bit to see how you get on with it."
116482,"['volume pedal', 'eq pedal', 'ehx attack decay', 'pigtronix adsr', 'ehx superego']","**User:**
Effect for ""rounding off"" guitar pick attack
I'm trying to find ways to shape the transients on my guitar tone so the pick attack is muffled, smooth and rounded (on a synth you can do this with ADSR controls). An example of the kind of effect I'm looking for is between 01:52 and 01:55 on this Kurt Rosenwinkel video (
                
            ).
I know you can control the transients with the attack slider on the EHX POG and HOG, and Kurt does this later in the video but that's not what's going on here. (I also know Kurt's legato technique contributes to this, but the attack is round on picked notes as well.) I was wondering whether anyone has some insights into what kinds of effects would allow this kind of tone shaping (e.g. compression, OD etc).


**Assistant:**
Assuming that you don't want to just replicate that exact sound in the exact position of the video.Guitar tone control, attenuate/cut the highsGuitar volume control (manual swell)[PRODUCT] (manual swell)[PRODUCT], attenuate/cut the highsAmp [PRODUCT] / tone control, attenuate/cut the highs""Slow attack"" or ""swell"" [PRODUCT] on various multi-[PRODUCT] and standalone [PRODUCT][PRODUCT], [PRODUCT][PRODUCT], [PRODUCT], [PRODUCT], [PRODUCT], attenuate/cut the highsGuitar [PRODUCT] (Roland VG, Boss SY, EHX Syn9, Line6 Helix)[PRODUCT] and [PRODUCT] (Roland GR series, Jam Origin MIDI Guitar 2, Fishman Triple Play)Hex distortion/fuzz [PRODUCT][PRODUCT] even ... with 100% wet signal. And reverse [PRODUCT] and [PRODUCT].Jam Origin MIDI Guitar 2's ""Deep Expressor"" [PRODUCT], where you can set the balance between attack and sustain components.Search Youtube for ""slow attack"" and ""swell"". People are achieving this expression with many combinations of different [PRODUCT], and you'll find many brands and models of [PRODUCT].The [PRODUCT] is on my bucket list. It combines several of the needed tricks, without being an outright [PRODUCT]Some [PRODUCT] are hard to categorize, like DSP things which split the signal to components and recombine them in various ways - is it a [PRODUCT], is it an [PRODUCT], what is it.Then there's things like the [PRODUCT], which give you a ""guitar sustain [PRODUCT]"" but also tools for melodic playing."
115867,['composers at work: the craft of musical composition 1450-1600 by jessie ann owens'],"**User:**
Did Renaissance composers work from a full score?
When I look at manuscripts and original publications from composers of Renaissance polyphony, I tend to find part-books, not scores.  So I would see a soprano book, an alto book, and so on.   When I see a score, it has usually been edited many years later and put into score format.
This leads me to wonder, did composers like Palestrina even write from a score?  And if not, how on earth did they work from separate part-books to write complex counterpoint?  Do scores in their writing exist that people can examine today?


**Assistant:**
The brief answer is no, at least nothing like the modern sense.The more nuanced answer is sort of and sometimes.First, let's note that score format did exist historically early on. Almost all polyphonic Western music from its earliest forms (ca. late 8th or early 9th century) to the early 1200s was in score format. (See, for example, Notre Dame polyphony, as in this example by Perotin.) The introduction of clear rhythmic notation around that time allowed polyphonic parts to be split into choirbook or partbook formats. I think the common assumption among historians (though I don't know if we have any contemporary documentary testimony to this effect) is that scores began to decline after ca. 1225 because choirbook and partbook formats required less space to write music. As musical styles of the time often had a part or parts moving much slower than other parts, there was a lot of wasted space in a score with the slower part that had fewer notes.The development of the motet (which emphasized some independence of parts, including eventually completely separate texts) also was involved in the emergence of choirbook format -- where all the parts are written out in separate places on two facing pages of a book, so that a choir gathered around could simultaneously read the parts. However, other genres continued to be written in vertical parts (sometimes more-or-less aligned) throughout the 13th century and occasionally beyond.But the modern score notion first starts showing up in instrumental music of the 14th century, even including regular barlines. This is a somewhat rare practice and confined only to instrumental music. It's not until the mid-1500s that we begin to see similar examples of scores in vocal music, and they don't start to become standard until around 1600.So, there are several centuries there where scores are quite uncommon. How did composers compose?The classic study on this topic is [PRODUCT] (Oxford, 1998). If you want to read about the rather fragmentary evidence in terms of extant artifacts, sketches, fair copies, revised versions, etc. of renaissance composers, this book was the first to really look at a lot of it in depth. It built on [PRODUCT] groundbreaking article a decade earlier on the compositional process of Cipriano de Rore.Among other things, [PRODUCT] clearly shows that composers could and did work without scores. (Through much of the 20th century, a lot of music historians had asserted -- without evidence -- that the complexity of renaissance music simply implied that composers must have had and used scores, but like many autographs of later composers, these were simply lost to time. All we had left were the works of scribes and printers.)[PRODUCT] showed this first through the discussion of a set of partbooks in the hand of Cipriano de Rore, which display sketches, mistakes worked out, etc., all in the partbooks themselves. Clearly Rore was capable of thinking and composing in multiple parts and putting them directly into partbooks.But there was more than that. The partbooks also had an affidavit of authenticity penned by composer and organist Luzzasco Luzzaschi, who discusses a cartella that Rore apparently used while writing compositions, which had been gifted to him. While that particular cartella doesn't survive, it likely referred to a slate tablet (as phoog discussed), though wax tablets were also used. As discussed in [PRODUCT], fragments of these have been discovered in archives and archaeological digs: some of them have pre-drawn staves on them (often 10 lines) and some have even been found with a few notes scribbled on them. We also have iconographical evidence of this practice (e.g., in illustrations showing composers with a cartella).These were clearly not large enough to notate a complete piece. [PRODUCT] argues that they were primarily used for solving more contrapuntally complex segments of music (like coordinated points of imitation). Those could then be transferred to partbooks or choirbooks, and a transitional passage could be composed leading toward the next more complex section. [PRODUCT] argues based on documentary evidence (mistakes in partbook drafts, other compositional drafts, and sketches found in marginalia on other manuscripts) that this was the likely mode of composition; the higher rate of errors and part-writing problems in transitional passages seems to support such a methodology.Note that the fragments that would have been written on the slate or in the margin of some scrap paper weren't really ""score"" in the modern sense, but what [PRODUCT] calls quasi-score, with parts jumbled together often -- generally without barlines and not always vertically aligned well -- on a 10-line staff (or staves) that could allow the full standard Guidonian gamut of the time.Another well-attested practice from the time is having choirs actually sing the pieces, with the composer making corrections based on the performance. This is likely one reason why almost without exception renaissance vocal composers were also prominent singers in choirs themselves. We have accounts of several composers ""workshopping"" their pieces like this (including prominent composers like Josquin), and perhaps this process was used more actively during the compositional process for some.For some genres, it may have been common practice to compose a two-voice structure first (or even a single voice, to which a second was added, like a cantus firmus), then compose a third voice (or more) against that structure, making modifications to the existing voices where necessary. This could help contain the variables in free composition without a score. We have accounts from theoretical treatises stating that this was the ""old way"" of composing, though how common or practical it was in renaissance counterpoint is an open question.But we also need to confront the other issue with understanding historical authorship processes, which is that human memory was simply different (and used in different ways) at a time when books were expensive and difficult to make. (Every time I see a medieval manuscript, I immediately think of how many cows or sheep had to die to make the thing, and how many laborious hours went into scraping and stretching and preparing the parchment even before scribes made any annotations.)We have accounts of Thomas Aquinas, for example, supposedly dictating separate works to different scribes all at the same time. For many years, these were viewed as simple exaggeration, but Mary Carruthers challenged that thesis in The Book of Memory (first published in 1992). Through painstaking documentation of medieval treatises on memory techniques and processes of working with written words she began to reconstruct the medieval ""Art of Memory,"" a set of practices that greatly influenced the way medieval and renaissance people read and also how they wrote. At a time when visiting a book in another monastery might be the only time you ever saw the book, the ability to effectively memorize it was essential.In a culture where written books were such a luxury, it would not be uncommon for a skilled person like Aquinas to compose an entire chapter or perhaps even an entire treatise in his head at once, to have it effectively ""memorized"" so he could work over it and revise it in his head, only then to take it to a scribe who could put it to parchment. (Keep in mind how much was memorized at this time by even your average monk, who would chant/recite the entire book of Psalms from memory, often on a biweekly cycle, for example. Obviously various tricks and techniques would be developed to facilitate the memorization process.)There's little doubt that music composers were able to work much the same way, and we have accounts at least of composers spending time working out pieces in their head, perhaps punctuated by work with the slates or whatever for particularly complex passages. We know this because performers apparently could do it from choirbooks or even partbooks. We have accounts of organists and other musicians at job interviews from the 16th century being asked to play motets (even up to six parts!) at sight from a choirbook. According to many sources, this was a common expectation particularly of organists to be able to not only work with their own music but to study and learn the music of others. Frequently even theory treatises of the time would give examples in choirbook format, assuming the reader could piece them together (though we begin to see more score formats emerge there in the late 1500s, first in examples with more than two or three parts). A final piece of evidence that a significant portion of music must have been composed directly into partbooks is Nicola Vicentino's instructions for checking for part-writing errors (like parallel octaves and fifths), where he encourages each part to be checked individually with each other part, note by note. The phrasing about ""part by part"" clearly seems to imply that a student normally would not have a score. (A good account of sources about this can be found in Anne Smith, The Performance of 16th-Century Music: Learning from the Theorists (2012), particularly Chapter 2 on ""Part-Book versus Score Culture."")Such accounts may seem somewhat incredible, until you think about how mystifying it is to a beginning student to see a pianist read four-voice SATB open score along with bits of the two staves of the accompaniment all at the same time, a rather common skill for choral accompanists. It takes practice, but it seems rather ""natural"" once you can do it. Good conductors can often extract information from a much larger score in real-time or even play a version at the piano too. I myself became somewhat adept at one time at reading two voices concurrently from separate parts (and have occasionally done the fun exercise of trying to condense a four-hand piano piece into something playable myself), and I've certainly puzzled out short sections of a choirbook piece with maybe three or four parts in my head when looking at a manuscript in a library... though the thought of actually playing through a choirbook format with four or more parts at sight seems quite daunting to me too. But it's apparently a learned skill, which we know organists of the time were asked to do, so talented composers during the renaissance likely had it as well."
135492,"['chromatic electronic tuner', 'capo']","**User:**
I'm having issues intonating my old electric guitar, my acoustic is apparently not intonated but it sounds fine?
I recently took out my old childhood Fender squier to hopefully fix it up and begin playing it again. This guitar hadn't been strung, worked on or played since about 2007. I restrung it, but after tuning it I noticed it sounded like shit. So, I realized I needed to intonate the guitar. I watched a tutorial and compared the sound of the open string to the 12th harmonic, and according to the tuners, the 12th harmonics were always either wildly flat or wildly sharp... like if I were to try to intonate the guitar I'd have to either bring the saddles way beyond the length of the screw or back past the bridge. So I know something is off, but I know next to nothing about repairing guitars (trying to learn rather than taking it to a shop).
So I gave up on that for the night and started playing my acoustic guitar that I regularly play. It hasn't been strung in a couple years, but it sounds okay when I play along to songs. I thought I'd test out its intonation and also noticed the same thing with my acoustic- it is either wildly flat or sharp.
So I figure I am doing something wrong here and thought I'd ask for advice. Thanks in advance.


**Assistant:**
It is important that before you even try and set your intonation you make sure that the truss rod and neck relief are properly set with the guitar under string tension because a poorly adjusted truss rod will affect intonation and make the guitar difficult to play or maybe even unplayable. There are plenty of online resources that show how to do this. In a nutshell, with the guitar in tune, [PRODUCT] the first fret, hold down the E string on the fret where the neck meets the body. There should be the slightest gap between the E string and the fret at the halfway point between the [PRODUCT] and the held fret. If it touches the rod is too tight and if there is a big gap the rod is too loose. Look for a good video for a more detailed explanation on this.Once that is done, you can try and set the intonation. The Fender website is correct but you are misreading the information there. Use an [PRODUCT] to tune the 12th fret harmonic. Now compare it to the fretted 12th fret. If the fretted 12th fret is sharper than the harmonic then the string needs to be lengthened by moving the saddle away from the neck and vice versa if it is flatter than the harmonic. After moving the saddle, re-tune the harmonic and repeat the procedure till they match. Do this with all six strings and you should be ok."
130228,['fruity balance'],"**User:**
Route mono to Left or Right instead of centered in FL Studio?
This is my first post and hope I am on topic. In a DAW like Reaper when you record Mono mic on a track, it is by default centered. Same sound is then heard on both speakers.
However, I have been able to route L-Mono to speaker 1 and then same L-Mono input to  speaker 2 separately on 2 tracks in Reaper. In Routing option for a track, you can select 1 to 1 and 1 to 2 and accordingly input mono is routed to only Left  1 or Right 2 output speaker. So that  I can get a feel of two different pieces of music playing thru individual speakers.
Just for an example chords on left speaker in one track  and say some lead piece on right speaker on another track.
However I am trying out another DAW FL Studio 20 and not sure how to achieve the same in that DAW. Does anyone have any idea about the correct settings?
Hope I explained what I am trying to achieve. In case there’s existing QnA, kindly share the link.
Thanks.


**Assistant:**
You're looking for how to pan audio. Assuming you've already figured out how to get your mic into FL studio at all-In the drop down menu where you select your input:Select the appropriate mono (not stereo!) input for your mic. You can do this on as many tracks as you like simultaneously.Use the pan knob to pan this channel left or right (This may look slightly different depending on what mixer layout you have selected):This pans the audio on that channel post-effects. If you want to pan pre-effects, insert a panning [PRODUCT] such as ""[PRODUCT]"" into effects slot 1.I'll note that there is a third panning option in the channel rack, which is only available on recorded audio or virtual instruments (not live audio) and is also pre-effects. I only use it when I want several similar audio clips panned differently and passing through the same mixer channel."
129674,['qmidiroute'],"**User:**
How to access the lower manual and pedalboard on setBfree Organ emulator
I installed the organ emulator setBfree on a Debian GNU/Linux System.

I run it with Jack connected to the simple USB MIDI controller keyboard. This is working fairly well to connect to the upper manual. Though I cannot figure out how to get a connection to the lower manual and pedalboard.

As one can see in the picture, there is only one MIDI input for the instrument. Does anyone know how I can control the other two keyboards? Do I need some CC control programming for this? (There does not seem to be any option relating to this issue in the GUI preferences)


**Assistant:**
According to this reference (sorry in French), the other manuals can be accessed by changing the MIDI channel.The link actually gives a technique, using [PRODUCT] (a very useful program), to map different part of a midi keyboard to the different register."
129312,['boss ls-2'],"**User:**
Pedal Board Routing, using an A/B box in reverse
I'm struggling to get my guitar pedal set up into a sane arrangement.
I've tried the following signal path:
                           -> Comp -> Chorus -> Crunch (A)
                          /                            \
Guitar  ->  Splitter   --<                              -> A/B Box -> Volume Pedal -> Phaser -> Delay -> AMP/CABS
                          \                            /
                           -> Big Muff Distortion ---> (B)

The failure is happening at the Splitter step. I've tried a dozen different (mono) Radio Shack splitters and couplers that I have and I can't get two signals to pass from the guitar to the Comp and Big Muff simultaneously, it only comes through one side of the splitter. I assume I'm using them in reverse, and there's some kind of restriction like a diode only allowing one-way signal. I want to replace the Splitter with something that makes sense, but I don't want to buy another A/B/Both box just to leave the setting on Both.
If you're wondering how I got in this state, I want to keep certain pedals on the back row and never touch them (Big Muff, Comp, Chorus). That's why I'm not running things in a straight line, I'd rather just hit the A/B switch.
I feel like I used some kind of pedal routing thing 10 years ago but I can't recall what it was.
Anything that helps fix this problem without adding much space (increased cost is expected) would be very appreciated, thanks!


**Assistant:**
When you use a Y-cable, which is what I assume you mean by ""splitter"" you lower the impedance of the load downstream. Lowering the impedance may affect the operation of the pedals.I suggest that you first try reversing the order with the ABY box before the split and the splitter after. If that doesn't work, then I suggest getting a [PRODUCT] like the [PRODUCT]."
129007,"[""kids' piano"", ""kids' synthesizer""]","**User:**
What is the perfect age for a child to start piano lessons?
My son of 3.5 year old, and my daughter of 1.5 year old, are both showing good ear, musical capabilities and intetests. I am a 19 years experienced guitarist and I am about to start music lessons for them. What can be the best age for them to start the lessons?
Both of them show interest in piano, singing and maybe guitar.


**Assistant:**
There is no best age as in how many years they've been alive!The best time is when they show enough interest and can concentrate and practise well enough to cope with lessons. For some that may be 3, others may never attain an 'age' when that's a viable possibility.So, from that point of view, there will be no concrete answer.As a musician yourself, why not encourage some musicality by providing some instruments appropriate to their capability - size and playability. When you see improvement, and feel (and they feel) that they're ready to be left with a stranger for 20 mins, half an hour, and you can pay for that privilege, that's the age.EDIT: For [PRODUCT] lessons, specifically, (from your header), size would be a salient factor. Ability to stretch several [PRODUCT] keys is a consideration, ability to reach pedals, not so. Perhaps a [PRODUCT] or [PRODUCT] would be appropriate."
127567,['1/4 inch ts to rca cable'],"**User:**
How to connect my guitar pedal to a Pioneer DJ mixer?
Is it OK to connect directly my Line 6 PODxt Live pedal to a Pioneer DJ mixer MIC input?
It is not sounding. I did it like this:
I tried doing it by plugging the quarter inch jack into the Pioneer DJ mixer, and that plug comes from my pedal set Line 6 PODxt Live, and it's not sounding yet, even if I turn up the ""Level"" output knob of my pedal pretty high (I was afraid of doing that and break something of the mixer side  because that ""Level"" knob is pretty powerful. I have a 60W amp and I usually use that knob in about 20% of power and that's enough) but even turning that knob of my pedal more than 50% it still didn't sound. What is happening? Should I use my 60W amp as the ""pre-amp"" so the Pioneer DJ mixer hears me playing?
I'm writing this based also on this other question's top answer: Is there a way to connect a guitar to a dj console?
If the solution would be using an RCA-jack cable converter, should that work?
Edit: picture attached showing inputs of the mixer from the back and the model is DDJ T1.



**Assistant:**
The simple rule of thumb is that it is OK to plug microphones to microphone inputs. Things that are not microphones should not go to microphone inputs, unless you use a DI box that is an adapter specially for this purpose.The Pod XT is not a microphone, so it should not go to microphone input. The manual says its outputs are line-level and can be switched between balanced and non-balanced mode. The best match on your mixer is the Aux input, which is line-level non-balanced. You need [PRODUCT] for the connection, and the Pod XT should be set up for non-balanced output."
